Site,PossesionType,Opponent,Outcome,ShotType,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayType,SecondaryDirection,SecondaryAction
Home,Defense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,3pmi,Dribble Jumper,Iso,Left,N/A,Spot Ups,Straight,Drive
Home,Offense,SKD,2pmi,To Basket,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,PNR,High,Away,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,PNR,High,Off,P&R Roll Man,Right,Pop
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SKD,Turnover,N/A,PNR,Right,Off,Spot Ups,Left,Drive
Home,Defense,SKD,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SKD,3pMa,No Dribble Jumper,Off Screens,Right,Straight,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Off Screens,Left,Flare,N/A,N/A,N/A
Home,Defense,SKD,3pMa,No Dribble Jumper,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,PNR,Right,Off,P&R Roll Man,N/A,Roll
Home,Offense,SKD,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,Turnover,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Post,Right,Dribble Move,Spot Ups,Left,Drive
Home,Defense,SKD,3pmi,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,N/A,Shot
Home,Defense,SKD,Turnover,N/A,Post,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,,To Basket,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,3pmi,Dribble Jumper,PNR,Left,Away,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Iso,Top,N/A,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SKD,Foul,To Basket,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Offense,SKD,And1,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SKD,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Off Screens,Right,Straight,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,PNR,Left,Off,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,PNR,Left,Off,P&R Roll Man,Left,Pop
Home,Defense,SKD,Turnover,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Defense,SKD,3pMa,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,SKD,2pMa,Dribble Jumper,Off Screens,Left,Straight,N/A,N/A,N/A
Home,Offense,SKD,2pmi,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SKD,2pMa,Dribble Jumper,PNR,Right,Off,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,SKD,3pmi,Dribble Jumper,Iso,Left,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Cuts,N/A,Screen,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Post,Left,Dribble Move,Spot Ups,N/A,Shot
Home,Offense,SKD,Foul,To Basket,Cuts,N/A,Screen,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Off Screens,Right,Straight,N/A,N/A,N/A
Home,Defense,SKD,3pmi,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Offense,SKD,3pmi,Dribble Jumper,PNR,Right,Off,N/A,N/A,N/A
Home,Defense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SKD,2pMa,Dribble Jumper,PNR,Left,Off,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,SKD,2pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pmi,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,PNR,Left,Off,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,N/A,Shot
Home,Defense,SKD,2pmi,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Defense,SKD,2pmi,Dribble Jumper,Iso,Top,N/A,N/A,N/A,N/A
Home,Offense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SKD,,N/A,,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Transition,N/A,Leak Outs,N/A,N/A,N/A
Home,Defense,SKD,3pMa,No Dribble Jumper,Off Screens,Right,Straight,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Post,Right,N/A,Cuts,N/A,Flash
Home,Defense,SKD,2pmi,To Basket,PNR,Left,Off,Cuts,N/A,Flash
Home,Offense,SKD,Turnover,N/A,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Defense,SKD,And1,To Basket,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Post,Right,Dribble Move,N/A,N/A,N/A
Home,Defense,SKD,3pmi,No Dribble Jumper,PNR,Left,Off,Spot Ups,N/A,Shot
Home,Offense,SKD,2pMa,To Basket,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Defense,SKD,2pmi,Dribble Jumper,PNR,Left,Off,Spot Ups,Left,Drive
Home,Defense,SKD,3pmi,No Dribble Jumper,PNR,High,Off,P&R Roll Man,N/A,Pop
Home,Offense,SKD,2pmi,To Basket,PNR,Right,Off,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,PNR,High,Off,P&R Roll Man,N/A,Roll
Home,Defense,SKD,3pMa,No Dribble Jumper,PNR,Left,Off,Spot Ups,N/A,Shot
Home,Offense,SKD,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SKD,3pMa,Dribble Jumper,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,Foul,Dribble Jumper,Spot Ups,Straight,Drive,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Post,Right,N/A,Cuts,N/A,Basket
Home,Defense,SKD,2pmi,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,Turnover,N/A,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,PNR,High,Off,Spot Ups,Right,Drive
Home,Offense,SKD,3pmi,Dribble Jumper,PNR,High,Off,Spot Ups,Left,Drive
Home,Defense,SKD,Turnover,N/A,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SKD,2pmi,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Iso,Right,N/A,Cuts,N/A,Basket
Home,Defense,SKD,2pmi,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,SKD,Turnover,N/A,PNR,High,Off,N/A,N/A,N/A
Home,Defense,SKD,2pMa,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,PNR,Right,Off,N/A,N/A,N/A
Home,Defense,SKD,3pMa,Dribble Jumper,PNR,Right,Off,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,PNR,High,Off,Spot Ups,N/A,Shot
Home,Offense,SKD,Foul,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Hand Offs,Left,Stationary,N/A,N/A,N/A
Home,Offense,SKD,Foul,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SKD,Foul,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Offense,SKD,3pMa,No Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Transition,N/A,Leak Outs,N/A,N/A,N/A
Home,Offense,SKD,2pMa,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,SKD,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SKD,2pMa,To Basket,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Transition,N/A,Trailer,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,PNR,Right,Off,P&R Roll Man,Left,Pop
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,Turnover,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,No Dribble Jumper,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,No Dribble Jumper,Hand Offs,Right,Dribble,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Defense,SKD,,N/A,,N/A,N/A,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,Hand Offs,Left,Dribble,N/A,N/A,N/A
Home,Defense,SKD,2pmi,To Basket,Transition,N/A,Leak Outs,N/A,N/A,N/A
Home,Offense,SKD,3pMa,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SKD,3pMa,Dribble Jumper,Transition,N/A,Right Wing,N/A,N/A,N/A
Home,Offense,SKD,3pmi,No Dribble Jumper,Misc,N/A,N/A,N/A,N/A,N/A
