Site,PossesionType,Opponent,Outcome,ShotType,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayType,SecondaryDirection,SecondaryAction
Home,Defense,SLS,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,SLS,3pMa,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SLS,2pmi,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,And1,Drop Step,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Offense,SLS,Foul,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,Foul,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,2pmi,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Post,Left,Dribble Move,Cuts,N/A,Basket
Home,Defense,SLS,2pMa,To Basket,Off Screens,Left,Flare,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SLS,Foul,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SLS,Turnover,N/A,Spot Ups,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Post,Middle,Dribble Move,Spot Ups,N/A,Shot
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SLS,3pmi,Dribble Jumper,PNR,High,Away,N/A,N/A,N/A
Home,Offense,SLS,2pmi,Dribble Jumper,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Post,Right,Dribble Move,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,PNR,Right,Off,Spot Ups,N/A,Shot
Home,Defense,SLS,Foul,To Basket,PNR,Left,Off,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Defense,SLS,Turnover,N/A,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,PNR,Left,Away,N/A,N/A,N/A
Home,Defense,SLS,2pmi,Hook Shot,Post,Middle,Dribble Move,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,PNR,Left,Off,Spot Ups,N/A,Shot
Home,Defense,SLS,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SLS,2pmi,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,PNR,High,Off,P&R Roll Man,N/A,Slips
Home,Offense,SLS,2pMa,Drop Step,Post,Middle,Dribble Move,N/A,N/A,N/A
Home,Defense,SLS,Foul,To Basket,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Offense,SLS,And1,To Basket,Transition,N/A,First Middle,N/A,N/A,N/A
Home,Defense,SLS,Turnover,N/A,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Offense,SLS,Foul,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,3pMa,Dribble Jumper,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,PNR,High,Off,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,2pMa,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Transition,N/A,Leak Outs,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,2pMa,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Post,Left,Dribble Move,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Transition,N/A,Left Wing,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SLS,Foul,No Dribble Jumper,Post,Middle,Dribble Move,Spot Ups,N/A,Shot
Home,Defense,SLS,3pmi,No Dribble Jumper,Post,Left,Dribble Move,Spot Ups,N/A,Shot
Home,Offense,SLS,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SLS,2pMa,To Basket,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,3pmi,Dribble Jumper,PNR,High,Off,N/A,N/A,N/A
Home,Offense,SLS,3pmi,Dribble Jumper,Spot Ups,Left,Drive,N/A,N/A,N/A
Home,Defense,SLS,Foul,N/A,Hand Offs,Top,Dribble,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Defense,SLS,Turnover,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SLS,2pMa,N/A,Post,Middle,Face Up,N/A,N/A,N/A
Home,Defense,SLS,2pmi,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SLS,2pMa,To Basket,Spot Ups,Right,Drive,N/A,N/A,N/A
Home,Offense,SLS,3pmi,No Dribble Jumper,Spot Ups,N/A,Shot,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Cuts,N/A,Basket,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,Foul,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SLS,Turnover,N/A,Misc,N/A,N/A,N/A,N/A,N/A
Home,Defense,SLS,2pMa,To Basket,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Offense,SLS,Foul,N/A,Transition,N/A,Ball Handler,N/A,N/A,N/A
Home,Defense,SLS,Turnover,To Basket,Misc,N/A,N/A,N/A,N/A,N/A
Home,Offense,SLS,2pMa,To Basket,Transition,N/A,Leak Outs,N/A,N/A,N/A
Home,Defense,SLS,3pmi,No Dribble Jumper,Transition,N/A,Trailer,N/A,N/A,N/A
Home,Offense,SLS,2pmi,To Basket,Cuts,N/A,Flash,N/A,N/A,N/A
Home,Defense,SLS,3pmi,Dribble Jumper,Transition,N/A,Ball Handler,N/A,N/A,N/A
